mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16,2_mobilenet_v3_small-16,3_mobilenet_v3_small-16
mig,0.1,3.2300949096679688,3.2744407653808594,3.2896995544433594,5.717992782592773
mig,0.2,3.229856491088867,3.278017044067383,3.2901763916015625,5.718469619750977
mig,0.3,3.2262802124023438,3.279447555541992,3.2885074615478516,5.721569061279297
mig,0.4,3.2243728637695312,3.280162811279297,3.282308578491211,5.712747573852539
mig,0.5,3.2248497009277344,3.2777786254882812,3.2944679260253906,5.716800689697266
mig,0.6,3.227710723876953,3.2732486724853516,3.2930374145507812,5.708932876586914
mig,0.7,3.2241344451904297,3.269672393798828,3.292560577392578,5.709409713745117
mig,0.8,3.2262802124023438,3.2765865325927734,3.286600112915039,5.716562271118164
mig,0.9,3.228902816772461,3.2787322998046875,3.2868385314941406,5.720615386962891
mig,1.0,3.2286643981933594,3.279447555541992,3.2994747161865234,5.715847015380859
