mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16,2_mobilenet_v3_small-16,3_mobilenet_v3_small-16
mig,0.1,6.234736442565918,6.339426040649414,6.302404403686524,6.3010263442993155
mig,0.2,6.647832393646241,6.583452224731445,6.800212860107422,6.808114051818848
mig,0.3,7.259805202484136,6.875276565551758,6.806325912475586,7.067356109619141
mig,0.4,6.412761211395264,6.5022850036621085,6.460566520690918,6.816844940185546
mig,0.5,5.5181097984313965,5.628795623779296,5.63857078552246,6.134033203125
mig,0.6,4.478111267089841,4.205541610717773,4.450435638427735,6.114721298217773
mig,0.7,3.9055347442626953,4.046955108642579,3.9954710006713863,6.110527515411377
mig,0.8,3.9028644561767587,3.950357437133789,3.967268466949463,6.114482879638672
mig,0.9,3.940110206604004,3.9982962608337402,4.001460075378419,6.1150407791137695
mig,1.0,3.949880599975586,3.993589878082275,4.00853157043457,6.10804557800293
