mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16,2_mobilenet_v3_small-16,3_mobilenet_v3_small-16
mig,0.1,10.988812446594242,11.201591491699219,12.224979400634771,11.194033622741683
mig,0.2,15.48647403717042,15.919685363769531,15.164871215820312,13.766539096832279
mig,0.3,19.97885942459113,18.617105484008793,18.414783477783196,18.228244781494112
mig,0.4,17.575681209564163,17.524051666259737,18.745796680450436,20.319671630859354
mig,0.5,16.655004024505637,16.923003196716287,16.567630767822266,24.758644104003903
mig,0.6,17.354955673217766,17.07810401916504,17.088098526000987,29.365286827087388
mig,0.7,20.542144775390625,21.706094741821303,23.9433479309082,38.310482501983664
mig,0.8,36.35985851287847,38.04703950881963,33.03645849227907,50.58682441711422
mig,0.9,62.11357593536378,63.73967885971067,58.58793735504165,126.79442882537842
mig,1.0,185.29324293136602,302.84872531890863,142.56763458251953,353.6844205856323
