mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16,2_mobilenet_v3_small-16,3_mobilenet_v3_small-16
mig,0.1,16.07680320739746,10.36214828491211,12.314081192016602,8.049249649047852
mig,0.2,17.49563217163086,16.241073608398438,21.969318389892578,15.600919723510742
mig,0.3,28.280973434448242,21.611690521240234,26.579618453979492,26.633262634277344
mig,0.4,24.02210235595703,25.423049926757812,26.127338409423828,22.399425506591797
mig,0.5,21.589994430541992,28.031349182128906,22.918701171875,30.117273330688477
mig,0.6,30.756235122680664,22.212982177734375,25.585651397705078,35.262107849121094
mig,0.7,29.706239700317383,29.805421829223633,31.145095825195312,55.56535720825195
mig,0.8,46.87666893005371,56.449174880981445,42.10686683654785,60.086965560913086
mig,0.9,91.28642082214355,78.32598686218262,83.953857421875,166.03732109069824
mig,1.0,220.0942039489746,327.791690826416,169.56210136413574,388.458251953125
