mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16,2_mobilenet_v3_small-16,3_mobilenet_v3_small-16
mig,0.1,1.1215925216674858,0.7441520690917977,1.4691829681396498,0.06694793701171876
mig,0.2,4.65073585510254,4.657983779907227,4.588794708251954,3.2590627670288086
mig,0.3,6.425595283508305,6.331443786621094,6.203174591064453,5.27653694152832
mig,0.4,5.630946159362793,6.291818618774413,6.491661071777346,5.997133255004882
mig,0.5,5.822491645812989,6.07302188873291,6.022071838378906,8.984851837158203
mig,0.6,6.560683250427246,6.70933723449707,7.172012329101563,11.811447143554695
mig,0.7,9.107828140258789,9.256172180175785,9.758853912353523,15.045046806335446
mig,0.8,15.00999927520752,14.174103736877441,14.432048797607429,24.69344139099121
mig,0.9,29.27923202514649,37.5030517578125,29.515266418457045,63.07101249694824
mig,1.0,146.2259292602539,245.27525901794442,95.84736824035645,202.75058746337885
