mode,load,0_squeezenet1_1-8,1_squeezenet1_1-8
mig,0.1,0.01239776611328125,0.01239776611328125
mig,0.2,0.011205673217773438,0.009775161743164062
mig,0.3,0.008821487426757812,0.0095367431640625
mig,0.4,0.009059906005859375,0.009298324584960938
mig,0.5,0.009298324584960938,0.009298324584960938
mig,0.6,0.009059906005859375,0.0095367431640625
mig,0.7,0.009298324584960938,0.009298324584960938
mig,0.8,0.009775161743164062,0.011444091796875
mig,0.9,0.009059906005859375,0.011444091796875
mig,1.0,0.011444091796875,0.011920928955078125
