mode,load,0_squeezenet1_1-8,1_squeezenet1_1-8
mig,0.1,0.028848648071289062,0.028133392333984375
mig,0.2,0.029087066650390625,0.028371810913085938
mig,0.3,0.027179718017578125,0.046133995056152344
mig,0.4,0.5657672882080078,1.2860298156738281
mig,0.5,1.3628005981445312,2.6350021362304688
mig,0.6,2.3152828216552734,5.234718322753906
mig,0.7,3.7984848022460938,17.536401748657227
mig,0.8,5.76329231262207,424.4663715362549
mig,0.9,16.867637634277344,3413.238286972046
mig,1.0,997.1355199813843,4929.329395294189
